date,name,start_time,end_time
2025-01-20,Parker Adams,13218,15245
2025-01-12,Emerson Ingram,83399,
2025-01-01,Cameron Adams,24484,26476
2025-01-15,Kai Campbell,25551,28761
2025-01-20,Quinn Baker,17514,22360
2025-01-08,Logan Campbell,13924,17873
2025-01-17,Alex Campbell,15304,22689
2025-01-22,Jesse Kim,17167,21034
2025-01-12,Quinn Campbell,26181,30310
2025-01-18,Harper Garcia,22247,23315
2025-01-15,Emerson Foster,14066,17475
2025-01-20,Carol Williams,65040,71820
2025-01-10,Finley Edwards,26513,28508
2025-01-08,Shawn Lewis,33495,37331
2025-01-12,Sam Adams,13032,14381
2025-01-02,Parker Edwards,18237,21139
2025-01-30,Cameron Baker,23624,29903
2025-01-25,Bailey Garcia,14483,20047
2025-01-25,Payton Baker,20250,24015
2025-01-04,Skyler Foster,,742
2025-01-25,Kai Campbell,17034,18527
2025-01-16,Cameron Adams,32483,38586
2025-01-29,Shawn Lewis,15038,21390
2025-01-20,Kai Johnson,14683,16135
2025-01-12,Skyler Edwards,16427,25163
2025-01-06,Sam Foster,27469,30824
2025-01-27,Elliot Ingram,24459,32556
2025-01-29,Jesse Kim,22001,27027
2025-01-26,Shawn Ingram,16021,19534
2025-01-09,Jordan Patel,25318,32439
2025-01-29,Quinn Lewis,16727,17835
2025-01-27,Sage Lewis,28215,32842
2025-01-16,Payton Baker,24856,33057
2025-01-01,Emerson Ingram,21296,22260
2025-01-24,Cameron Garcia,17365,25221
2025-01-17,Hayden Adams,27168,28476
2025-01-13,Bailey Johnson,16285,20450
2025-01-05,Parker Garcia,26265,28781
2025-01-25,Emerson Ingram,27126,35721
2025-01-27,Drew Diaz,27114,30020
2025-01-25,Kai Diaz,27625,34894
2025-01-04,Hayden Adams,26653,31687
2025-01-30,Drew Ingram,16171,22164
2025-01-07,Kendall Johnson,21219,25993
2025-01-29,Payton Adams,26617,28792
2025-01-18,Kendall Johnson,22794,24554
2025-01-20,Skyler Campbell,21734,27009
2025-01-03,Bailey Hughes,13828,14669
2025-01-06,Casey Nguyen,14761,16172
2025-01-19,Sage Lewis,15039,17150
2025-01-13,Shawn Johnson,13476,16152
2025-01-29,Elliot Campbell,19488,20558
2025-01-10,Rowan Ingram,13140,16417
2025-01-18,Reese Edwards,18871,26525
2025-01-22,Sam Adams,,3709
2025-01-16,Bailey Hughes,12872,13942
2025-01-02,Micah Kim,17641,25067
2025-01-02,Jesse Diaz,13750,14570
2025-01-13,Elliot Ingram,15300,17126
2025-01-23,Emerson Ingram,16841,20308
2025-01-29,Hayden Diaz,19520,24543
2025-01-29,Shawn Johnson,14947,22969
2025-01-06,Riley Thompson,17125,21797
2025-01-18,Finley Edwards,14458,18909
2025-01-07,Sage Baker,12318,15614
2025-01-10,Emerson Ingram,15874,23175
2025-01-29,Kai Kim,14620,18051
2025-01-02,Jesse Foster,15738,17790
2025-01-02,Bailey Foster,12948,17469
2025-01-26,Morgan Rivera,17941,20534
2025-01-18,Kai Johnson,20543,26849
2025-01-20,Jesse Kim,24269,31011
2025-01-20,Harper Diaz,12589,19997
2025-01-31,Reese Foster,24548,28037
2025-01-05,Logan Diaz,18160,19875
2025-01-14,Finley Baker,24064,33018
2025-01-14,Reese Garcia,18809,27099
2025-01-10,Sage Baker,24751,29388
2025-01-16,Micah Adams,29181,36184
2025-01-08,Hayden Ingram,14280,18432
2025-01-28,Dakota Adams,27206,29607
2025-01-14,Jesse Foster,12274,14440
2025-01-08,Harper Ingram,16687,21454
2025-01-12,Alex Lewis,16746,24310
2025-01-01,Quinn Edwards,14954,22472
2025-01-02,Parker Garcia,13669,14951
2025-01-04,Sam Diaz,31063,35260
2025-01-25,Skyler Edwards,23627,31975
2025-01-09,Hayden Foster,23091,26076
2025-01-20,Bailey Foster,25237,32544
2025-01-13,Micah Adams,16975,21513
2025-01-01,Dakota Adams,16005,18759
2025-01-21,Skyler Campbell,29607,36455
2025-01-07,Parker Garcia,14849,22500
2025-01-13,Elliot Lewis,15986,17463
2025-01-10,Cameron Hughes,20916,29098
2025-01-10,Jesse Foster,21785,23238
2025-01-08,Harper Ingram,23367,27728
2025-01-11,Hayden Adams,16219,21798
2025-01-05,Micah Lewis,15336,22878
2025-01-14,Bailey Garcia,20982,25866
2025-01-17,Kai Diaz,23714,25120
2025-01-31,Micah Adams,15076,20657
2025-01-26,Bailey Garcia,12546,15023
2025-01-26,Micah Adams,17414,19962
2025-01-08,Sam Diaz,24997,30876
2025-01-14,Quinn Campbell,16758,18610
2025-01-05,Parker Edwards,24465,29703
2025-01-26,Jesse Foster,22853,24342
2025-01-11,Sam Garcia,78998,
2025-01-05,Micah Adams,19670,28411
2025-01-29,Micah Johnson,15435,24117
2025-01-28,Morgan Rivera,26743,31757
2025-01-26,Carol Williams,29063,36492
2025-01-16,Rowan Edwards,21696,25413
2025-01-27,Dakota Adams,15609,16416
2025-01-26,Emerson Ingram,21834,28316
2025-01-15,Kai Baker,14047,21162
2025-01-03,Kai Johnson,37092,38333
2025-01-12,Parker Adams,24183,28193
2025-01-10,Sam Foster,12401,16345
2025-01-27,Parker Garcia,38886,43871
2025-01-18,Logan Campbell,24327,31749
2025-01-08,Morgan Rivera,25392,31963
2025-01-29,Rowan Edwards,19708,26998
2025-01-27,Elliot Kim,21551,30391
2025-01-12,Emerson Adams,12039,19636
2025-01-15,Parker Edwards,13389,14740
2025-01-22,Jordan Patel,25024,33011
2025-01-22,Drew Edwards,19628,25222
2025-01-11,Sam Diaz,12633,20777
2025-01-05,Micah Adams,28801,32856
2025-01-04,Bailey Campbell,13006,19214
2025-01-06,Jesse Kim,23348,31717
2025-01-27,Harper Lewis,16014,19170
2025-01-28,Jamie Martinez,65040,71820
2025-01-21,Hayden Garcia,23423,25875
2025-01-10,Skyler Edwards,16445,21555
2025-01-02,Reese Baker,14622,23397
2025-01-03,Cameron Hughes,17091,20314
2025-01-30,Quinn Baker,24376,29497
2025-01-13,Sam Diaz,17146,19139
2025-01-31,Elliot Lewis,26364,35186
2025-01-22,Sage Lewis,,6928
2025-01-26,Bailey Campbell,19981,20821
2025-01-22,Reese Baker,14124,17405
2025-01-28,Kendall Johnson,15379,18347
2025-01-26,Parker Garcia,25001,33159
2025-01-01,Drew Edwards,14158,17566
2025-01-10,Hayden Garcia,13247,19035
2025-01-21,Finley Edwards,19706,26805
2025-01-08,Jesse Hughes,14454,21867
2025-01-01,Logan Hughes,14253,15387
2025-01-25,Quinn Diaz,14990,20693
2025-01-10,Kai Campbell,11779,15484
2025-01-15,Reese Edwards,16073,21884
2025-01-29,Emerson Foster,22193,30436
2025-01-21,Kai Johnson,82374,
2025-01-17,Sam Garcia,25937,32984
2025-01-23,Payton Adams,17197,20971
2025-01-09,Sage Garcia,16271,24675
2025-01-21,Sam Garcia,23216,28088
2025-01-14,Payton Ingram,,4040
2025-01-19,Payton Ingram,13577,17852
2025-01-18,Sam Diaz,19599,24806
2025-01-31,Riley Thompson,16364,18105
2025-01-31,Quinn Garcia,14882,22165
2025-01-21,Cameron Baker,33554,34929
2025-01-14,Kai Diaz,26892,29640
2025-01-08,Hayden Garcia,28727,34978
2025-01-20,Sage Garcia,16344,24502
2025-01-01,Jesse Campbell,15356,21654
2025-01-21,Sam Diaz,18095,19262
2025-01-15,Kai Kim,13532,21842
2025-01-25,Parker Garcia,20932,25253
2025-01-05,Alex Lewis,17691,23069
2025-01-19,Emerson Kim,17063,17940
2025-01-07,Kai Baker,14326,17401
2025-01-19,Reese Foster,14480,22333
2025-01-06,Alex Lewis,13633,14618
2025-01-12,Emerson Foster,16730,17930
2025-01-13,Quinn Edwards,23155,29692
2025-01-21,Cameron Hughes,15450,16609
2025-01-27,Rowan Edwards,30127,37954
2025-01-16,Logan Garcia,12334,20553
2025-01-13,Payton Adams,18074,23475
2025-01-24,Sage Garcia,13622,20146
2025-01-02,Sage Garcia,11941,16697
2025-01-04,Alex Campbell,19019,27766
2025-01-26,Micah Kim,29375,33442
2025-01-12,Kendall Johnson,20435,23120
2025-01-07,Shawn Ingram,80959,
2025-01-19,Reese Edwards,12662,16532
2025-01-03,Hayden Campbell,18792,27235
2025-01-08,Kendall Johnson,14895,18407
2025-01-30,Harper Diaz,20744,22182
2025-01-30,Elliot Ingram,13391,20806
2025-01-19,Jordan Patel,15392,19760
2025-01-04,Micah Lewis,15132,21169
2025-01-25,Quinn Campbell,78823,
2025-01-24,Bailey Foster,23423,27417
2025-01-04,Hayden Garcia,16864,20513
2025-01-15,Avery Chen,23544,24356
2025-01-06,Hayden Foster,24424,28670
2025-01-02,Emerson Kim,22586,27765
2025-01-14,Hayden Ingram,13724,17243
2025-01-03,Shawn Ingram,19558,23728
2025-01-01,Payton Adams,15703,21525
2025-01-08,Morgan Rivera,16158,24464
2025-01-28,Payton Adams,14056,16306
2025-01-25,Elliot Kim,25712,34366
2025-01-21,Quinn Campbell,79490,
2025-01-03,Shawn Ingram,24956,27893
2025-01-04,Harper Diaz,27925,36339
2025-01-17,Elliot Garcia,15147,23298
2025-01-26,Parker Adams,14618,16439
2025-01-12,Payton Lewis,24217,33210
2025-01-28,Jamie Martinez,65520,71460
2025-01-25,Jesse Campbell,16888,25519
2025-01-28,Elliot Campbell,13430,17304
2025-01-07,Elliot Garcia,22671,27109
2025-01-12,Rowan Ingram,18415,24979
2025-01-26,Bailey Garcia,18719,19807
2025-01-10,Hayden Diaz,33347,39096
2025-01-25,Cameron Hughes,16447,18727
2025-01-15,Cameron Hughes,14770,17940
2025-01-18,Hayden Campbell,26215,28130
2025-01-31,Jesse Campbell,15222,18065
2025-01-31,Parker Edwards,25649,28548
2025-01-13,Finley Edwards,28877,30103
2025-01-05,Hayden Garcia,28071,30186
2025-01-28,Quinn Foster,27285,29059
2025-01-16,Skyler Campbell,12303,21274
2025-01-03,Shawn Edwards,15847,19717
2025-01-19,Elliot Kim,12411,13166
2025-01-20,Harper Baker,13944,18670
2025-01-21,Sam Foster,17386,20081
2025-01-23,Riley Thompson,27664,35366
2025-01-03,Jesse Foster,15020,20427
2025-01-13,Emerson Adams,13131,16377
2025-01-03,Drew Lewis,18711,19877
2025-01-06,Rowan Edwards,20279,23841
2025-01-25,Skyler Edwards,14622,19523
2025-01-20,Bailey Adams,22623,26513
2025-01-22,Casey Nguyen,22767,31563
2025-01-25,Sage Garcia,15194,23621
2025-01-16,Kendall Johnson,14896,17623
2025-01-02,Elliot Campbell,15620,16410
2025-01-28,Bailey Edwards,13782,20747
2025-01-17,Parker Garcia,12959,21837
2025-01-23,Kai Baker,21894,24192
2025-01-25,Drew Lewis,15132,23998
2025-01-07,Avery Chen,26743,35184
2025-01-30,Kai Hughes,16143,24908
2025-01-07,Elliot Kim,21150,27033
2025-01-13,Sam Adams,17430,24416
2025-01-15,Kai Baker,,6141
2025-01-23,Quinn Campbell,14543,18519
2025-01-02,Bailey Johnson,18841,20227
2025-01-21,Jesse Edwards,16562,24798
2025-01-29,Harper Garcia,15515,22152
2025-01-16,Parker Adams,17245,22243
2025-01-03,Shawn Johnson,13431,18008
2025-01-26,Drew Ingram,23005,28651
2025-01-25,Carol Williams,25603,26560
2025-01-06,Reese Adams,14585,21623
2025-01-04,Rowan Edwards,,638
2025-01-03,Cameron Lewis,17459,25835
2025-01-27,Emerson Adams,22477,26634
2025-01-29,Elliot Ingram,20093,21045
2025-01-17,Quinn Lewis,14693,15596
2025-01-24,Quinn Diaz,16811,19645
2025-01-05,Logan Garcia,21968,30118
2025-01-30,Skyler Foster,20517,28109
2025-01-25,Reese Adams,14191,18744
2025-01-06,Elliot Ingram,16332,20677
2025-01-27,Shawn Edwards,27148,29936
2025-01-12,Shawn Johnson,15880,21038
2025-01-06,Payton Baker,15749,17002
2025-01-08,Micah Adams,20361,23147
2025-01-13,Emerson Johnson,17774,22181
2025-01-17,Sage Foster,14077,17830
2025-01-04,Jesse Campbell,,4635
2025-01-26,Kai Diaz,12130,18597
2025-01-11,Kai Baker,15391,21266
2025-01-11,Rowan Edwards,12928,19040
2025-01-25,Reese Baker,24006,26449
2025-01-14,Emerson Ingram,16337,20450
2025-01-10,Jesse Foster,14561,19420
2025-01-04,Dakota Adams,16021,24290
2025-01-23,Bailey Garcia,20840,29589
2025-01-12,Shawn Lewis,,2790
2025-01-17,Jamie Martinez,16328,17467
2025-01-23,Jesse Foster,12060,19146
2025-01-28,Reese Foster,14825,22518
2025-01-05,Kai Hughes,13537,21638
2025-01-04,Hayden Campbell,25860,27848
2025-01-10,Harper Garcia,14575,21395
2025-01-05,Cameron Ingram,14855,19255
2025-01-07,Reese Baker,27479,35541
2025-01-29,Quinn Campbell,16558,23262
2025-01-30,Elliot Garcia,16741,19359
2025-01-01,Elliot Lewis,15365,16240
2025-01-19,Hayden Foster,23984,26081
2025-01-28,Shawn Lewis,23589,28447
2025-01-11,Quinn Lewis,15606,22217
2025-01-28,Skyler Foster,26132,33263
2025-01-14,Parker Edwards,16010,23522
2025-01-29,Rowan Ingram,18999,22675
2025-01-11,Hayden Garcia,12496,19598
2025-01-04,Drew Lewis,17348,20774
2025-01-17,Logan Hughes,21029,22219
2025-01-31,Elliot Kim,34235,41295
2025-01-21,Jordan Patel,26489,27798
2025-01-13,Quinn Garcia,23024,29241
2025-01-07,Quinn Campbell,22435,28357
2025-01-29,Sage Foster,29938,33521
2025-01-03,Shawn Kim,77502,
2025-01-21,Cameron Garcia,26705,35668
2025-01-16,Parker Garcia,19327,22722
2025-01-23,Parker Adams,15784,24420
2025-01-04,Drew Lewis,22645,30208
2025-01-03,Avery Chen,17164,22076
2025-01-21,Finley Hughes,15920,23400
2025-01-31,Shawn Kim,22852,24022
2025-01-11,Elliot Garcia,23776,25673
2025-01-03,Kai Johnson,27465,35602
2025-01-22,Rowan Garcia,14668,18794
2025-01-16,Jesse Campbell,17917,25740
2025-01-27,Skyler Baker,18252,20925
2025-01-31,Reese Foster,15131,23881
2025-01-14,Rowan Garcia,23102,30405
2025-01-03,Dakota Adams,14274,18534
2025-01-06,Jesse Foster,14144,19851
2025-01-13,Cameron Adams,23840,29215
2025-01-25,Quinn Lewis,21104,25283
2025-01-12,Alex Campbell,14488,19905
2025-01-09,Elliot Lewis,18042,19327
2025-01-03,Jesse Foster,22968,26651
2025-01-26,Finley Edwards,22679,25607
2025-01-03,Micah Kim,14467,22446
2025-01-26,Payton Baker,20884,25275
2025-01-06,Drew Diaz,24355,28849
2025-01-04,Sage Adams,25714,31900
2025-01-26,Payton Adams,15464,22681
2025-01-26,Rowan Ingram,25232,32373
2025-01-15,Quinn Garcia,20450,26266
2025-01-30,Drew Edwards,16210,19838
2025-01-06,Sage Baker,19137,23572
2025-01-11,Casey Nguyen,11579,17846
2025-01-24,Reese Edwards,14548,17562
2025-01-28,Alex Diaz,14197,23150
2025-01-10,Micah Adams,13980,20844
2025-01-09,Bailey Campbell,24463,32430
2025-01-27,Skyler Foster,28019,31784
2025-01-04,Reese Foster,14199,19949
2025-01-27,Skyler Campbell,24624,27546
2025-01-26,Hayden Foster,17502,22939
2025-01-15,Shawn Johnson,14832,16386
2025-01-04,Cameron Lewis,14589,19627
2025-01-22,Quinn Campbell,17864,26199
2025-01-15,Alex Lewis,28075,31780
2025-01-28,Avery Chen,15706,19501
2025-01-26,Jesse Campbell,28009,31309
2025-01-12,Shawn Kim,,3510
2025-01-22,Harper Diaz,23425,28203
2025-01-09,Hayden Garcia,13403,15529
2025-01-23,Micah Kim,22880,30533
2025-01-24,Hayden Adams,14599,22430
2025-01-06,Morgan Rivera,21703,25913
2025-01-15,Elliot Ingram,17226,20912
2025-01-15,Finley Baker,20271,28473
2025-01-19,Sam Garcia,22722,25148
2025-01-23,Rowan Edwards,12938,15806
2025-01-13,Elliot Kim,15186,22288
2025-01-16,Quinn Diaz,28492,31745
2025-01-22,Hayden Campbell,19672,22264
2025-01-04,Shawn Edwards,23962,31769
2025-01-18,Jesse Edwards,14958,18339
2025-01-10,Emerson Adams,15086,16922
2025-01-25,Jordan Patel,14989,20508
2025-01-06,Alex Diaz,13255,18925
2025-01-01,Logan Campbell,25023,27829
2025-01-13,Quinn Garcia,16239,21988
2025-01-14,Jesse Kim,13094,20311
2025-01-14,Micah Johnson,24976,31655
2025-01-27,Quinn Diaz,20770,22074
2025-01-13,Kendall Johnson,16089,21566
2025-01-13,Cameron Lewis,26120,30667
2025-01-15,Rowan Garcia,14879,16028
2025-01-23,Emerson Ingram,23962,30148
2025-01-21,Skyler Baker,24412,26551
2025-01-30,Payton Lewis,15201,22958
2025-01-08,Drew Diaz,33289,34328
2025-01-29,Rowan Garcia,,3366
2025-01-15,Quinn Foster,22972,27385
2025-01-13,Emerson Ingram,,4231
2025-01-22,Rowan Ingram,14100,17339
2025-01-19,Shawn Edwards,14661,21878
2025-01-27,Elliot Garcia,13831,14868
2025-01-12,Hayden Adams,17159,22883
2025-01-04,Logan Campbell,17196,17971
2025-01-20,Finley Baker,28578,35958
2025-01-28,Sam Foster,16236,20356
2025-01-25,Shawn Edwards,12797,21788
2025-01-20,Jesse Campbell,19533,26848
2025-01-14,Sage Baker,23626,29777
2025-01-03,Harper Ingram,15709,19973
2025-01-09,Bailey Garcia,22602,23995
2025-01-02,Parker Adams,26265,32779
2025-01-29,Parker Adams,15056,20646
2025-01-03,Emerson Ingram,15335,16320
2025-01-21,Harper Baker,14489,15322
2025-01-28,Quinn Foster,15784,23709
2025-01-12,Kai Kim,29277,33606
2025-01-31,Logan Hughes,16273,23098
2025-01-21,Harper Baker,26103,27478
2025-01-26,Cameron Lewis,12522,16463
2025-01-09,Reese Garcia,19978,25216
2025-01-03,Finley Hughes,14352,20500
2025-01-11,Shawn Ingram,20604,23449
2025-01-06,Quinn Garcia,16195,23500
2025-01-03,Micah Baker,16366,24837
2025-01-29,Dakota Adams,18625,27387
2025-01-10,Drew Foster,14520,19443
2025-01-26,Sam Diaz,26929,34989
2025-01-25,Reese Foster,15774,20847
2025-01-04,Hayden Foster,15519,21438
2025-01-09,Drew Edwards,26539,28633
2025-01-30,Quinn Edwards,26469,31009
2025-01-17,Reese Baker,14164,21380
2025-01-10,Finley Baker,18611,22032
2025-01-07,Harper Baker,23213,24555
2025-01-15,Alex Hughes,16005,20079
2025-01-09,Payton Baker,14627,23367
2025-01-31,Logan Garcia,21826,27186
2025-01-19,Hayden Campbell,33805,38911
2025-01-26,Micah Johnson,14585,20430
2025-01-09,Micah Baker,21951,25683
2025-01-07,Alex Campbell,23342,29911
2025-01-01,Reese Baker,76369,
2025-01-21,Payton Ingram,20500,22519
2025-01-08,Harper Garcia,21134,26542
2025-01-05,Harper Ingram,15456,22047
2025-01-06,Jesse Diaz,14568,21881
2025-01-10,Rowan Garcia,18162,23006
2025-01-06,Sage Garcia,12478,17989
2025-01-12,Kai Baker,16917,22146
2025-01-04,Elliot Campbell,15066,15865
2025-01-16,Hayden Garcia,15430,18115
2025-01-13,Bailey Johnson,30029,37637
2025-01-27,Cameron Adams,14653,21111
2025-01-29,Jordan Patel,19806,23188
2025-01-09,Harper Garcia,26417,34432
2025-01-05,Bailey Edwards,15229,21438
2025-01-18,Emerson Kim,16169,19510
2025-01-25,Riley Thompson,11418,15593
2025-01-16,Elliot Kim,17863,21093
2025-01-14,Bailey Foster,33564,40489
2025-01-13,Kai Baker,13321,22239
2025-01-27,Sam Garcia,14348,22789
2025-01-26,Carol Williams,14385,19828
2025-01-19,Emerson Adams,16395,23428
2025-01-20,Avery Chen,16676,22403
2025-01-24,Jesse Campbell,15993,24513
2025-01-11,Quinn Baker,14726,23358
2025-01-30,Micah Lewis,24016,32987
2025-01-07,Cameron Adams,16862,18740
2025-01-19,Reese Garcia,17383,23557
2025-01-13,Elliot Garcia,16884,22778
2025-01-03,Kai Hughes,16800,25219
2025-01-28,Hayden Campbell,23654,28870
2025-01-11,Micah Johnson,24009,29957
2025-01-02,Jesse Kim,13117,19569
2025-01-14,Sam Adams,29274,34051
2025-01-18,Rowan Edwards,15919,23886
2025-01-19,Kai Johnson,26128,30213
2025-01-16,Logan Hughes,14092,16564
2025-01-25,Avery Chen,25968,33116
2025-01-06,Elliot Garcia,21486,28838
2025-01-04,Hayden Foster,23511,25319
2025-01-18,Drew Foster,15871,19324
2025-01-27,Quinn Garcia,34246,42731
2025-01-12,Sage Baker,21933,23619
2025-01-22,Cameron Lewis,25988,33491
2025-01-28,Sage Baker,11983,20677
2025-01-24,Logan Diaz,22736,30691
2025-01-20,Micah Johnson,13404,20244
2025-01-30,Carol Williams,15671,23093
2025-01-15,Parker Garcia,15077,16466
2025-01-12,Bailey Hughes,13312,15891
2025-01-01,Sage Lewis,20819,26190
2025-01-23,Reese Adams,21832,24269
2025-01-18,Micah Johnson,15175,16953
2025-01-11,Carol Williams,15690,18906
2025-01-30,Quinn Campbell,21288,26194
2025-01-12,Drew Ingram,15166,23062
2025-01-20,Elliot Kim,12785,18277
2025-01-03,Micah Lewis,15118,17634
2025-01-26,Cameron Lewis,20320,24745
2025-01-15,Casey Nguyen,19819,25827
2025-01-10,Quinn Baker,16341,17337
2025-01-09,Carol Williams,26445,30080
2025-01-19,Bailey Foster,27611,34126
2025-01-18,Harper Garcia,14924,18641
2025-01-24,Carol Williams,15176,22342
2025-01-28,Shawn Ingram,24555,25371
2025-01-15,Kai Hughes,14388,22278
2025-01-28,Payton Lewis,18396,26268
2025-01-02,Elliot Garcia,13270,16682
2025-01-08,Kendall Johnson,22175,23884
2025-01-17,Finley Baker,32934,35950
2025-01-30,Elliot Adams,79166,
2025-01-03,Taylor Brooks,,8754
2025-01-15,Elliot Adams,25153,28612
2025-01-11,Jesse Foster,13580,19842
2025-01-03,Reese Foster,24733,27959
2025-01-31,Elliot Campbell,19381,23254
2025-01-23,Elliot Ingram,76868,
2025-01-07,Taylor Brooks,13448,21224
2025-01-29,Kendall Johnson,14117,18955
2025-01-12,Skyler Baker,13799,20127
2025-01-24,Elliot Garcia,14100,17861
2025-01-01,Elliot Lewis,17798,20575
2025-01-06,Quinn Diaz,21912,25700
2025-01-09,Jesse Hughes,17041,21984
2025-01-10,Kai Baker,13099,14781
2025-01-29,Elliot Adams,18610,27224
2025-01-08,Quinn Edwards,15170,17786
2025-01-21,Dakota Adams,33793,41388
2025-01-12,Sam Foster,15602,16866
2025-01-21,Jordan Patel,17190,24969
2025-01-12,Payton Lewis,16956,21418
2025-01-15,Micah Kim,16847,18282
2025-01-08,Emerson Adams,12605,15236
2025-01-09,Quinn Foster,15633,21140
2025-01-06,Skyler Baker,22615,25383
2025-01-26,Reese Adams,15322,22523
2025-01-20,Bailey Campbell,12474,19032
2025-01-25,Shawn Johnson,16658,22726
2025-01-12,Hayden Garcia,14682,22302
2025-01-24,Sage Baker,22742,28816
2025-01-10,Quinn Edwards,16591,24368
2025-01-12,Emerson Kim,12392,13485
2025-01-28,Quinn Garcia,14650,20441
2025-01-02,Reese Edwards,13428,14639
2025-01-22,Kai Kim,15497,16424
2025-01-20,Quinn Edwards,22183,28715
2025-01-15,Jesse Edwards,27266,32888
2025-01-04,Hayden Adams,17092,22709
2025-01-24,Sage Baker,14622,20138
2025-01-11,Elliot Campbell,26541,27858
2025-01-27,Quinn Baker,15280,20702
2025-01-13,Parker Garcia,,6744
2025-01-17,Kai Kim,17781,23526
2025-01-11,Cameron Garcia,36403,37552
2025-01-11,Kai Kim,15947,23193
